,User,Time.of.Day.Bern,Prior.Day.Total.Brush.Time.norm.Bern,Proportion.Brushed.In.Past.7.Days.Bern,Day.Type.Bern,Intercept.Bern,Time.of.Day.Poisson,Prior.Day.Total.Brush.Time.norm.Poisson,Proportion.Brushed.In.Past.7.Days.Poisson,Day.Type.Poisson,Intercept.Poisson
0,P2_012,-0.28538654144537795,-0.5924100662853665,0.14968125035720986,0.29516625225765186,-1.4716393470876248,-0.029922142971806027,0.09909593327234767,0.09321923572996209,0.04881875223926567,4.871894920680692
1,P2_013,2.5463450352975876,-0.8547965202843708,-0.5371875767139328,-0.09215117362773056,-1.0680056396019377,-0.44534947789466334,0.017554132089557046,-0.2197712251328613,-0.026712904916228974,4.898511799238164
2,P2_014,-0.6842046082964031,-0.4934202367291933,-0.014785534375147328,0.32228891520566616,-1.5162803884167404,0.2647845680538859,0.09372423485842472,-0.13795040432356845,-0.0008617248003311973,4.697512469393165
3,P2_017,0.5238958226386208,-0.6499670930009127,-0.6524240115885335,-0.30800567105233345,-1.343569787285292,0.00010690821923731656,-0.013432443303191793,-0.14830654785429437,-0.09007212166802202,5.0361553495173865
4,P2_019,-0.25654103084350355,-0.13534773545362172,0.8654412826501288,-0.6529440815522083,-0.2285207361666666,-0.32938012568670905,0.0417676966771524,-0.14375462623456586,-0.2364314854817092,4.983350713678172
5,P2_020,0.052571352558171656,0.035223538346672,-0.2063550461995861,-1.1741379358706734,-0.6143299783715686,0.03804453514003169,-0.026794333170644044,-0.17314369177663688,0.012423697693894018,5.246270520261409
6,P2_021,0.6414902770988361,-0.6672508855044583,-0.04538542070755082,-0.060102206929493814,-0.47117279657166605,0.19531267795690613,-0.23372249836892633,0.546086928323962,-0.09718638289008771,4.314906395526364
7,P2_022,0.7158349935816621,-0.4120808575656533,0.44734204171735453,0.10631001932630144,-1.3587516766117222,-0.045832117431060124,0.06931320687681404,-0.04477502988988578,-0.15348408537422997,4.917149968885306
8,P2_024,0.5066423133253012,0.1374253831769696,-0.10722568754086438,0.008091634537536486,-1.3155429441057251,0.0702089860696835,-0.030196400995442838,-0.29783635454723395,-0.007522851091022985,5.028482875664189
9,P2_025,0.06733418010654879,0.53272442048732,0.02975490302019904,-0.7657851759759965,-1.60660386969784,-0.05857411937017501,0.0003156791851260338,-0.008113302392550328,0.10203876508256424,4.7524702408462325
10,P2_027,-0.4246651525488282,-0.8746114387108632,-0.5097415498427242,0.10717677740789006,-1.5323237989416278,0.009144793620945692,0.01117042823916767,-0.20142814133132195,-0.10806814680944422,5.113867776695744
11,P2_028,0.09674562534860351,-0.15832723132137302,0.7403581868366842,0.39143907059417715,-1.2467837022772923,-0.22475323379940004,-0.06242347578965277,-0.19481860231204634,-0.042226459504705986,4.773062163997534
12,P2_029,0.7221967219578576,-0.11608461268676792,0.5336927649553457,0.46663009307868986,0.32427164356065735,0.33546464740153553,0.014419709945229842,-0.6779500988920287,0.019889977469281887,4.929784745110952
13,P2_030,-1.4789090599317838,-0.45703734420531394,0.19792947799272348,0.33404331030048756,0.6777544906655769,0.37541520907009357,-0.02823076555464849,-0.4223369867961474,-0.03138121354737855,4.913295415064055
14,P2_031,-0.007361028526773168,-1.2659651116155735,-0.7846820526699038,0.12821274771783678,-0.0452369813385821,-0.21881189743413687,0.11051653863522225,-1.0066187914054772,-0.15669013402109028,4.956330449330985
15,P2_033,0.2173308631061122,-0.4626325074792614,-0.39092101939278695,0.3978140701428326,-0.14818371800051322,-0.014838472302396608,-0.042464475260166785,0.2810026205319169,0.03220717861921494,4.615678881526087
16,P2_034,-1.4101040085338674,-0.0037143962657420755,0.4132882754901315,-0.056234810611408274,0.9246836008934991,0.04146778143371612,0.16584317228712742,-0.2979947010285547,0.09769779750093116,5.150055806653245
17,P2_035,0.47690925017623764,-1.1239559758732367,-0.6274125347021479,-0.13002864503668768,-1.384227903441332,0.0016821766462015127,-0.0005452635799487385,0.055842510205279715,0.05178787126067165,4.6984788386615355
18,P2_040,0.09319587343019396,-0.6039226961105919,0.32538997517537227,-0.1418810251219088,-1.371818004478798,0.03175076015886864,-0.007046248744732762,-0.030492939818322694,0.022246714854008174,4.702373875472917
19,P2_041,-0.907249593316355,-0.19903403798420116,-0.30465925043823966,0.4782096082294507,-1.0888031754285012,0.1117616788638778,-0.013628152678615646,-0.22150370783342227,-0.09158774355758943,5.093700898195015
20,P2_042,0.4486800452005085,-0.12979819718157357,-0.657927626758042,0.1470950131198414,-1.9349775438937065,0.004377845742398672,-0.0013676653357082471,-0.007498908134972504,0.004499844316616445,4.805954019777979
21,P2_043,-2.707463048470797,-0.20617121863261714,0.6540557880317904,-0.28616935739750854,1.6385098437470806,2.756618929884361,0.01240019046625204,-0.2618642182997686,0.03150973116823368,2.751537253623935
22,P2_044,-1.524608126208643,-0.16813822163315503,0.23654741872783852,-0.47976681975360164,1.2405469673667404,0.4724397247103524,0.0011257023729183034,0.3344277889947324,0.22211528669478112,4.878375465299289
23,P2_045,0.07998363347827601,-0.12306535947598313,0.31283957031878423,-0.3250315662401838,-1.5329988832243644,-0.19328754647501437,0.024730566592891082,0.15229029668876493,0.4123798859969603,5.269411873072038
24,P2_046,0.5660438915512538,0.2598238227257083,-0.4509069715343545,-0.3247543670635894,-1.5070711175609381,-0.06993200563075534,-0.05719152989516018,-0.09124247608018421,-0.021590909101130026,4.910118963987065
25,P2_047,-0.18359666109503653,0.5358956386729004,0.09894404080259943,0.02751245208674829,-1.2881106742484276,-0.02316812388531468,-0.09772230796075136,0.04186797589461387,0.03912437568309666,4.819689725268383
26,P2_048,-0.9687252039747433,-0.5893567355615544,0.39704249631121785,0.437263163306356,0.7088236928343894,0.28077097389364347,-0.07201388433212803,0.4841253740742938,0.03967580782007012,4.390344938596371
27,P2_050,-0.10921740050995879,-0.5061572306123883,1.2938434465829287,0.25649759716955184,0.08452295081780249,0.11627838603007394,0.009402168922630263,0.11172296262078844,0.0038290114330187656,5.097547813960003
28,P2_051,0.6198196520335911,-0.24993337699701093,0.7579702455255207,0.13631358308492728,-0.6195083825709089,-0.05749426045517379,-0.17461275763616813,0.20084004115511728,-0.11444823750830913,4.340648968558063
29,P2_052,-3.1210387113363027,-0.16651536920855664,0.25211871393049456,-0.06980554079350511,1.502427199426794,2.494981163549888,0.0034975325308275237,-0.03041640464357087,-0.013333871557379785,2.4926143519325534
30,P2_053,0.17272200896493717,-1.2936268487282574,0.2983804072405393,0.3569733205426491,0.06362050623789238,-0.3533711665967046,0.15272837226723687,-0.3224690415839813,-0.0020225376524324215,5.129128579111703
31,P2_056,-0.136005692942887,-0.5162424610177251,0.31391693456776454,0.3836577396620719,-1.0556368845459194,0.24517442181340798,0.03935760767954133,-0.010140390140938902,0.0290137442710054,4.687861379557485
